objectid,filename,title,creator,date,description,publisher,subject,subject_2,yontem,period,important_names,important_institutions,place_of_birth,latitude,longitude,veriyi_giren,format
hatirat_0122,İstiklal Savaşı'nda IV. Kolordu,İstiklal Savaşı'nda IV. Kolordu,"Aykut, Fahri",1935,İstiklal Savaşı'nda IV. Kolordu,Askeri Matb.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları,Milli Mücadele Dönemi (1919-1923),,,,,,Betül Karaaslan,text
hatirat_0123,Hatıralar,Hatıralar,"Ayni, Mehmet Ali",1945,Hatıralar,CT,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik/Biyografik Anlatılar;Başarı Anlatıları;Travma Anlatıları,Milli Mücadele Dönemi (1919-1923),,,Yunanistan,,,Betül Karaaslan,text
hatirat_0124,Franchet d'Esperey,Franchet d'Esperey,"Azan, Paul",1949,Franchet d'Esperey,,,Savaş hatıratları,,Milli Mücadele Dönemi (1919-1923),,,,,,Betül Karaaslan,text
hatirat_0125,Uzunoluk (İstiklal Harbinde Maraş),Uzunoluk (İstiklal Harbinde Maraş),"Bağdatlıoğlu, Adil",1942,Uzunoluk (İstiklal Harbinde Maraş),Ülkü Bas.,,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları,Milli Mücadele Dönemi (1919-1923),,,,,,Betül Karaaslan,text
hatirat_0126,Milli Mücadele'de Soma Cephesi,Milli Mücadele'de Soma Cephesi,"Balıkesir, Kemal",1968,Milli Mücadele'de Soma Cephesi,KMR,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları,Milli Mücadele Dönemi (1919-1923),,,Balıkesir,39647222,27888056,Betül Karaaslan,text
hatirat_0127,Yaratılan Mucize,Yaratılan Mucize,"Bali, Zeki",1957,Yaratılan Mucize,Yeni Matb.,,Savaş hatıratları,,,,,,,,Betül Karaaslan,text
hatirat_0128,Fuat Balkan'ın Hatıraları,Fuat Balkan'ın Hatıraları,"Balkan, Fuat",1962,Fuat Balkan'ın Hatıraları,YT,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları;Otobiyografik/Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923),,,İstanbul,41013611,28955,Betül Karaaslan,text
hatirat_0129,Yahya Kemal'in Hatıraları,Yahya Kemal'in Hatıraları,-----,1960,Yahya Kemal'in Hatıraları,İstanbul Fetih Cem.,Edebiyat Hatıratları,Savaş hatıratları,Nehir Söyleşi,Milli Mücadele Dönemi (1919-1923),,,,,,Betül Karaaslan,text
hatirat_0130,Atatürk'ün Ankara'ya İlk Gelişleri,Atatürk'ün Ankara'ya İlk Gelişleri,"Bardakçı, Cemal",1976,Atatürk'ün Ankara'ya İlk Gelişleri,KMD,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları;Otobiyografik/Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923),,,Balıkesir,39647222,27888056,Betül Karaaslan,text
hatirat_0131,Atatürk'ün Kuva-yı Milliye Hareketinin Merkezi Yapmak Amacıyla Ankara'ya İlk Gelişi,Atatürk'ün Kuva-yı Milliye Hareketinin Merkezi Yapmak Amacıyla Ankara'ya İlk Gelişi,-----,1962,Atatürk'ün Kuva-yı Milliye Hareketinin Merkezi Yapmak Amacıyla Ankara'ya İlk Gelişi,,,Savaş hatıratları,,,,,,,,Betül Karaaslan,text
hatirat_0132,Milli Mücadele'de Ankara'da Partizanlar,Milli Mücadele'de Ankara'da Partizanlar,-----,1962,Milli Mücadele'de Ankara'da Partizanlar,YT,,Savaş hatıratları,,,,,,,,Betül Karaaslan,text
hatirat_0133,Antep Harbinde Sıhhat Teşkilatımız,Antep Harbinde Sıhhat Teşkilatımız,"Barlas, Mecit",1958,Antep Harbinde Sıhhat Teşkilatımız,GKD,,Savaş hatıratları,,,,,Gaziantep,37065833,37378056,Betül Karaaslan,text
